Α/Α Διαγωνιστικής Διαδικασίας;Συνοπτικός Τίτλος;Τίτλος/Αντικείμενο;Προϋπολογισμός (€ χωρίς ΦΠΑ);Ημ/νία Δημοσίευσης στο Portal;Ημ/νία Έναρξης Υποβολών;Καταληκτική Ημ/νία Υποβολών;Κωδικός CPV;Περιγραφή CPV;Αναθέτουσα Αρχή/Αναθέτων Φορέας;Τόπος Παράδοσης;Κατάσταση;Link
366099;ΕΠΙΣΚΕΥΗ ΚΑΙ ΑΠΟΚΑΤΑΣΤΑΣΗ ΒΛΑΒΩΝ ΥΔΡΕΥΣΗΣ ΔΗΜΟΥ ΠΑΓΓΑΙΟΥ 633/2025;ΕΠΙΣΚΕΥΗ ΚΑΙ ΑΠΟΚΑΤΑΣΤΑΣΗ ΒΛΑΒΩΝ ΥΔΡΕΥΣΗΣ ΔΗΜΟΥ ΠΑΓΓΑΙΟΥ Αρ. Διακηρ 633/2025;60.000;2025-02-10;2025-02-11;2025-02-25;45330000-9;Υδραυλικές εργασίες;Δ.Ε.Υ.Α. ΔΗΜΟΥ ΠΑΓΓΑΙΟΥ, ., ., ΤΕΧΝΙΚΗ ΥΠΗΡΕΣΙΑ ΔΕΥΑΠ (ΥΠΑΛΛΗΛΟΣ);Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366099
367275;ΠΡΟΜΗΘΕΙΑ ΠΕΤΡΕΛΑΙΟΥ ΘΕΡΜΑΝΣΗΣ;Ηλεκτρονικός Ανοικτός Διαγωνισμός με Κριτήριο Κατακύρωσης την χαμηλότερη τιμή για την Προμήθεια Πετρελαίου Θέρμανσης.;500.000;2025-02-10;2025-02-10;2025-03-04;09135100-5;Πετρέλαιο θέρμανσης;Δ.Ε.ΤΗΛΕΘΕΡ/ΝΣΗΣ ΠΤΟΛΕΜΑΪΔΑΣ(ΔΕΤΗΠ), ΤΜΕ, ., .;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367275
366857;Δ.13 ΑΝΑΔΕΙΞΗ ΠΑΡΟΧΟΥ ΥΠΗΡΕΣΙΩΝ ΠΛΥΣΗΣ & ΣΙΔΕΡΩΜΑΤΟΣ ΑΚΑΘΑΡΤΟΥ ΙΜΑΤΙΣΜΟΥ.;ΗΛ. ΑΝ. ΔΙΑΓΩΝΙΣΜΟΣ ΓΙΑ ΤΗΝ ΑΝΑΔΕΙΞΗ ΠΑΡΟΧΟΥ ΥΠΗΡΕΣΙΩΝ ΠΛΥΣΗΣ & ΣΙΔΕΡΩΜΑΤΟΣ ΑΚΑΘΑΡΤΟΥ ΙΜΑΤΙΣΜΟΥ, CPV98310000-9, ΠΡΟΫΠ.139.902,89€.;112.824;2025-02-10;2025-02-10;2025-02-26;98310000-9;Υπηρεσίες πλυσίματος και στεγνού καθαρισμού;ΑΓΙΟΣ ΣΑΒΒΑΣ, ., ., .;Λ. Αλεξάνδρας 171 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366857
364835;364835 ΠΕΤΡΕΛΑΙΟ ΚΙΝΗΣΗΣ;ΗΛΕΚΤΡΟΝΙΚΟΣ ΑΝΟΙΚΤΟΣ ΔΙΑΓΩΝΙΣΜΟΣ ΑΝΩ ΤΩΝ ΟΡΙΩΝ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΠΕΤΡΕΛΑΙΟΥ ΚΙΝΗΣΗΣ ΓΙΑ ΤΗΝ ΚΑΛΥΨΗ ΤΩΝ ΑΝΑΓΚΩΝ ΤΩΝ ΚΕΝΤΡΩΝ ΥΓΕΙΑΣ ΚΑΙ ΤΗΣ ΚΕΝΤΡΙΚΗΣ ΥΠΗΡΕΣΙΑΣ ΤΗΣ 4ΗΣ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΦΕΡΕΙΑΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ ΓΙΑ ΕΝΑ (1) ΕΤΟΣ ΣΥΝΟΛΙΚΟΥ ΠΡΟΫΠΟΛΟΓΙΣΜΟΥ 163.068,89€ ΜΕ ΦΠΑ (ΕΚΤΟΣ ΑΓ. ΟΡΟΥΣ) ΜΕ ΚΡΙΤΗΡΙΟ ΚΑΤΑΚΥΡΩΣΗΣ ΤΗΝ ΠΛΕΟΝ ΣΥΜΦΕΡΟΥΣΑ ΑΠΟ ΟΙΚΟΝΟΜΙΚΗ ΑΠΟΨΗ ΠΡΟΣΦΟΡΑ ΜΕ ΒΑΣΗ ΤΟ ΜΕΓΙΣΤΟ ΠΟΣΟΣΤΟ ΕΚΠΤΩΣΗΣ (%) ΕΠΙ ΤΗΣ ΕΚΑΣΤΟΤΕ ΔΙΑΜΟΡΦΟΥΜΕΝΗΣ ΜΕΣΗΣ ΛΙΑΝΙΚΗΣ ΤΙΜΗΣ ΠΩΛΗΣΗΣ (ΧΩΡΙΣ ΦΠΑ) ΚΑΤΑ ΝΟΜΟ;141.180;2025-02-10;2025-02-10;2025-03-17;09134100-8;Πετρέλαιο ντίζελ;4Η Υ.ΠΕ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ, ., ., .;Αβέρωφ 12 Αθήνα, Αριστοτέλους 16 Θεσσαλονίκη;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/364835
367220;22Α/2025 Εικοσι (20) Τυποποιημένων Ασθενοφόρων Οχημάτων Πρoνοσοκ/κής Φροντίδας;ΕΠΑΝΑΠΡΟΚΗΡΥΞΗ ΗΛΕΚΤΡΟΝΙΚΗΣ ΑΝΟΙΚΤΗΣ ΔΗΜΟΣΙΑΣ ΣΥΜΒΑΣΗΣ ΑΝΩ ΤΩΝ ΟΡΙΩΝ, ΜΕ ΚΡΙΤΗΡΙΟ ΚΑΤΑΚΥΡΩΣΗΣ ΤΗΝ ΠΛΕΟΝ ΣΥΜΦΕΡΟΥΣΑ ΑΠΟ ΟΙΚΟΝΟΜΙΚΗ ΑΠΟΨΗ ΠΡΟΣΦΟΡΑ ΒΑΣΕΙ ΤΗΣ ΒΕΛΤΙΣΤΗΣ ΣΧΕΣΗΣ ΠΟΙΟΤΗΤΑΣ-ΤΙΜΗΣ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ «Είκοσι (20) Ασθενοφόρων Οχημάτων Πρoνοσοκομειακής Φροντίδας, Τύπου Β, 4Χ4, DIESEL για την κάλυψη των αναγκών των Κέντρων Υγείας της 6ης ΥΠΕ» (CPV: 34114121-3);1.806.451;2025-02-10;2025-02-10;2025-03-13;34114121-3;Ασθενοφόρα;6Η Υ.ΠΕ. ΠΕΛΟΠΟΝΗΣΟΥ, ΙΟΝΙΩΝ Ν., ΗΠΕΙΡΟΥ, ., ., .;Αβέρωφ 12 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367220
367095;36/2024 ΟΜΑΔΑ Ε΄: ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΤΟΥΑΛΕΤΩΝ;ΑΝΟΙΚΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ για την παροχή υπηρεσιών με τίτλο: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΚΤΙΡΙΩΝ - ΚΑΘΑΡΙΟΤΗΤΑ ΚΟΙΝΟΧΡΗΣΤΩΝ ΧΩΡΩΝ ΟΙΚΙΣΜΩΝ - ΑΣΠΡΙΣΜΑ ΠΛΑΚΟΣΤΡΩΤΩΝ ΠΑΡΑΔΟΣΙΑΚΩΝ ΟΙΚΙΣΜΩΝ - ΜΙΣΘΩΣΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΧΗΜΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΚΑΙ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΔΗΜΟΥ ΠΑΡΟΥ» με εκτιμώμενη αξία 773.427,88 € συμπεριλαμβανομένου του Φ.Π.Α. 24% και κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά μόνο βάσει της τιμής ΟΜΑΔΑ Ε΄: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΟΝ ΚΑΘΑΡΙΣΜΟ ΔΗΜΟΤΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΔΗΜΟΥ ΠΑΡΟΥ», εκτιμώμενης αξίας 228.571,78 € συμπεριλαμβανομένου του Φ.Π.Α. 24%.;184.332;2025-02-09;2025-02-09;2025-03-13;90911200-8;Υπηρεσίες καθαρισμού κτιρίων;ΔΗΜΟΣ ΠΑΡΟΥ, ., ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, ΣΥΓΚΟΙΝΩΝΙΩΝ, ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΗΛΕΚΤΡΟΜΗΧΑΝΟΛΟΓΙΚΩΝ ΕΦΑΡΜΟΓΩΝ;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367095
367094;36/2024 ΟΜΑΔΑ Δ΄: ΜΙΣΘΩΣΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΧΗΜΙΚΩΝ ΤΟΥΑΛΕΤΩΝ;ΑΝΟΙΚΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ για την παροχή υπηρεσιών με τίτλο: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΚΤΙΡΙΩΝ - ΚΑΘΑΡΙΟΤΗΤΑ ΚΟΙΝΟΧΡΗΣΤΩΝ ΧΩΡΩΝ ΟΙΚΙΣΜΩΝ - ΑΣΠΡΙΣΜΑ ΠΛΑΚΟΣΤΡΩΤΩΝ ΠΑΡΑΔΟΣΙΑΚΩΝ ΟΙΚΙΣΜΩΝ - ΜΙΣΘΩΣΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΧΗΜΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΚΑΙ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΔΗΜΟΥ ΠΑΡΟΥ» με εκτιμώμενη αξία 773.427,88 € συμπεριλαμβανομένου του Φ.Π.Α. 24% και κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά μόνο βάσει της τιμής ΟΜΑΔΑ Δ΄: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΝ ΜΙΣΘΩΣΗ, ΣΥΝΤΗΡΗΣΗ ΚΑΙ ΚΑΘΑΡΙΣΜΟ ΚΙΝΗΤΩΝ ΧΗΜΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΔΗΜΟΥ ΠΑΡΟΥ», εκτιμώμενης αξίας 116.064,00 € συμπεριλαμβανομένου του Φ.Π.Α. 24%.;93.600;2025-02-09;2025-02-09;2025-03-13;90900000-6;Υπηρεσίες καθαρισμού και απολύμανσης;ΔΗΜΟΣ ΠΑΡΟΥ, ., ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, ΣΥΓΚΟΙΝΩΝΙΩΝ, ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΗΛΕΚΤΡΟΜΗΧΑΝΟΛΟΓΙΚΩΝ ΕΦΑΡΜΟΓΩΝ;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367094
367093;36/2024 ΟΜΑΔΑ Γ΄: ΑΣΠΡΙΣΜΑ ΠΛΑΚΟΣΤΡΩΤΩΝ ΠΑΡΑΔΟΣΙΑΚΩΝ ΟΙΚΙΣΜΩΝ;ΑΝΟΙΚΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ για την παροχή υπηρεσιών με τίτλο: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΚΤΙΡΙΩΝ - ΚΑΘΑΡΙΟΤΗΤΑ ΚΟΙΝΟΧΡΗΣΤΩΝ ΧΩΡΩΝ ΟΙΚΙΣΜΩΝ - ΑΣΠΡΙΣΜΑ ΠΛΑΚΟΣΤΡΩΤΩΝ ΠΑΡΑΔΟΣΙΑΚΩΝ ΟΙΚΙΣΜΩΝ - ΜΙΣΘΩΣΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΧΗΜΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΚΑΙ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΔΗΜΟΥ ΠΑΡΟΥ» με εκτιμώμενη αξία 773.427,88 € συμπεριλαμβανομένου του Φ.Π.Α. 24% και κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά μόνο βάσει της τιμής ΟΜΑΔΑ Γ΄: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΟ ΑΣΠΡΙΣΜΑ ΠΛΑΚΟΣΤΡΩΤΩΝ ΠΑΡΑΔΟΣΙΑΚΩΝ ΟΙΚΙΣΜΩΝ ΔΗΜΟΥ ΠΑΡΟΥ», εκτιμώμενης αξίας 64.480,00 € συμπεριλαμβανομένου του Φ.Π.Α. 24%.;52.000;2025-02-09;2025-02-09;2025-03-13;90600000-3;Υπηρεσίες κΥπηρεσίες καθαριότητας και εξυγίανσης σε αστικές ή αγροτικές ζώνες, καθώς και συναφείς υπηρεσίεςαθαριότητας και εξυγίανσης σε αστικές ή αγροτικές ζώνες, καθώς και συναφείς υπηρεσίες,Υπηρεσίες καθαριότητας και εξυγίανσης σε αστικές ή αγροτικές ζώνες, καθώς και συναφείς υπηρεσίες;ΔΗΜΟΣ ΠΑΡΟΥ, ., ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, ΣΥΓΚΟΙΝΩΝΙΩΝ, ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΗΛΕΚΤΡΟΜΗΧΑΝΟΛΟΓΙΚΩΝ ΕΦΑΡΜΟΓΩΝ;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367093
367092;36/2024 ΟΜΑΔΑ Β΄: ΚΑΘΑΡΙΟΤΗΤΑ ΚΟΙΝΟΧΡΗΣΤΩΝ ΧΩΡΩΝ ΟΙΚΙΣΜΩΝ;ΑΝΟΙΚΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ για την παροχή υπηρεσιών με τίτλο: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΚΤΙΡΙΩΝ - ΚΑΘΑΡΙΟΤΗΤΑ ΚΟΙΝΟΧΡΗΣΤΩΝ ΧΩΡΩΝ ΟΙΚΙΣΜΩΝ - ΑΣΠΡΙΣΜΑ ΠΛΑΚΟΣΤΡΩΤΩΝ ΠΑΡΑΔΟΣΙΑΚΩΝ ΟΙΚΙΣΜΩΝ - ΜΙΣΘΩΣΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΧΗΜΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΚΑΙ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΔΗΜΟΥ ΠΑΡΟΥ» με εκτιμώμενη αξία 773.427,88 € συμπεριλαμβανομένου του Φ.Π.Α. 24% και κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά μόνο βάσει της τιμής ΟΜΑΔΑ Β΄: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΚΟΙΝΟΧΡΗΣΤΩΝ ΧΩΡΩΝ ΟΙΚΙΣΜΩΝ ΔΗΜΟΥ ΠΑΡΟΥ», εκτιμώμενης αξίας 260.222,93 € συμπεριλαμβανομένου του Φ.Π.Α. 24%.;209.857;2025-02-09;2025-02-09;2025-03-13;90910000-9;Υπηρεσίες καθαρισμού;ΔΗΜΟΣ ΠΑΡΟΥ, ., ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, ΣΥΓΚΟΙΝΩΝΙΩΝ, ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΗΛΕΚΤΡΟΜΗΧΑΝΟΛΟΓΙΚΩΝ ΕΦΑΡΜΟΓΩΝ;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367092
367091;36/2024 ΟΜΑΔΑ Α΄: ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΚΤΙΡΙΩΝ;ΑΝΟΙΚΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ για την παροχή υπηρεσιών με τίτλο: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΚΤΙΡΙΩΝ - ΚΑΘΑΡΙΟΤΗΤΑ ΚΟΙΝΟΧΡΗΣΤΩΝ ΧΩΡΩΝ ΟΙΚΙΣΜΩΝ - ΑΣΠΡΙΣΜΑ ΠΛΑΚΟΣΤΡΩΤΩΝ ΠΑΡΑΔΟΣΙΑΚΩΝ ΟΙΚΙΣΜΩΝ - ΜΙΣΘΩΣΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΧΗΜΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΚΑΙ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΤΟΥΑΛΕΤΩΝ ΔΗΜΟΥ ΠΑΡΟΥ» με εκτιμώμενη αξία 773.427,88 € συμπεριλαμβανομένου του Φ.Π.Α. 24% και κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά μόνο βάσει της τιμής ΟΜΑΔΑ Α΄: «ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΝ ΚΑΘΑΡΙΟΤΗΤΑ ΔΗΜΟΤΙΚΩΝ ΚΤΙΡΙΩΝ ΔΗΜΟΥ ΠΑΡΟΥ», εκτιμώμενης αξίας 104.089,17 € συμπεριλαμβανομένου του Φ.Π.Α. 24%.;83.942;2025-02-09;2025-02-09;2025-03-13;90911200-8;Υπηρεσίες καθαρισμού κτιρίων;ΔΗΜΟΣ ΠΑΡΟΥ, ., ΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, ΣΥΓΚΟΙΝΩΝΙΩΝ, ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΗΛΕΚΤΡΟΜΗΧΑΝΟΛΟΓΙΚΩΝ ΕΦΑΡΜΟΓΩΝ;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367091
367180;Δ.01/25;Προμήθεια Δύο (2) Περονοφόρων Ανυψωτικών Μηχανημάτων Φορτοεκφόρτωσης Α/Φ 4tn & 5tn;157.000;2025-02-07;2025-03-13;2025-03-27;42415110-2;Περονοφόρα ανυψωτικά οχήματα;ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ, -, -, -;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367180
366947;"ΥΕ 9-ΕΠΑΝΑΠΡΟΚΗΡΥΞΗ ΔΙΑΓΩΝΙΣΜΟΥ ""ΠΡΟΜΗΘΕΙΑ ΥΠΑΙΘΡΙΑΣ ΚΙΝΗΤΗΣ ΣΚΗΝΗΣ"" MIS5223297";Αντικείμενο της σύμβασης είναι η προμήθεια και εγκατάσταση κινητής υπαίθριας σκηνής με τον απαιτούμενο εξοπλισμό ήχου και φωτισμού της, καθώς και η αναλυτική εκπαίδευση του προσωπικού της Αναθέτουσας Αρχής στην συναρμολόγηση, αποσυναρμολόγηση, διασύνδεση και ασφαλή αποθήκευση του υπό προμήθεια εξοπλισμού.;80.000;2025-02-07;2025-02-07;2025-02-27;30231200-9,31527270-9,32342412-3,34514700-0,44618340-0,71335000-5,80340000-9;Ειδικές εκπαιδευτικές υπηρεσίες,Ηχεία,Κινητή εξέδρα,Κονσόλες,Σκέπαστρα,Τεχνικές μελέτες,Φωτιστικά για εξέδρες;ΚΟΙΝΩΦΕΛΗΣ ΕΠΙΧΕΙΡΗΣΗ ΔΗΜΟΥ ΠΑΤΡΕΩΝ - ΚΑΡΝΑΒΑΛΙ ΠΑΤΡΑΣ (ΚΕΔΗΠ), ., ΟΙΚΟΝΟΜΙΚΗ ΥΠΗΡΕΣΙΑ, .;ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ 20 ΑΘΗΝΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366947
367007;ΕΠΑΝΑΠΡΟΚΗΡΥΞΗ ΥΕ4 ΜΗΧΑΝΟΛΟΓΙΚΟΥ ΕΡΓΑΣΤΗΡΙΑΚΟΥ ΕΞΟΠΛΙΣΜΟΥ ΟΠΣ ΤΑ 5223297;"Αντικείμενο της σύμβασης είναι η προμήθεια Μηχανολογικού&#8211;Εργαστηριακού Εξοπλισμού";95.150;2025-02-07;2025-02-07;2025-02-27;31120000-3,42123610-6,42600000-2,42621000-5,42630000-1,42652000-1,42662100-5,42715000-1,42924700-6;Γεννήτριες,Εξοπλισμός ηλεκτροσυγκόλλησης,Εργαλειομηχανές,Εργαλειομηχανές για κατεργασία μετάλλων,Ηλεκτρομηχανικά εργαλεία χειρός,Μηχανικές συσκευές εκτόξευσης , διασκόρπισης ,ή ψεκασμού,Μηχανικές συσκευές εκτόξευσης, διασκόρπισης ή ψεκασμού,Ραπτομηχανές,Συγκρότημα πεπιεσμένου αέρα,Τόρνοι;ΚΟΙΝΩΦΕΛΗΣ ΕΠΙΧΕΙΡΗΣΗ ΔΗΜΟΥ ΠΑΤΡΕΩΝ - ΚΑΡΝΑΒΑΛΙ ΠΑΤΡΑΣ (ΚΕΔΗΠ), ., ΟΙΚΟΝΟΜΙΚΗ ΥΠΗΡΕΣΙΑ, .;ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ 20 ΑΘΗΝΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367007
367176,1;Διακήρυξη αρ. 1 / 90/7/2/2025;ΠΡΟΜΗΘΕΙΑ ΚΑΥΣΙΜΩΝ (ΠΕΤΡΕΛΑΙΟΥ ΚΙΝΗΣΗΣ) - ΚΑΙ ΛΙΠΑΝΤΙΚΩΝ ΓΙΑ ΤΗΝ ΚΙΝΗΣΗ ΟΧΗΜΑΤΩΝ - ΜΗΧΑΝΗΜΑΤΩΝ ΤΗΣ ΕΔΑΚΙ ΑΕ ΟΤΑ;295.447;2025-02-07;2025-02-07;2025-03-14;09134200-9,09211000-1;Καύσιμο πετρελαιοκινητήρων ντίζελ,Λιπαντικά έλαια και λιπαντικά μέσα;ΕΤΑΙΡΕΙΑ ΔΙΑΧ/ΣΗΣ ΑΠΟΒΛΗΤΩΝ ΚΕΦΑΛΟΝΙΑΣ & ΙΘΑΚΗΣ Α.Ε., ., ., ΔΙΟΙΚΗΤΙΚΟ;ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ 20 ΑΘΗΝΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367176,1
364590;3270-2025 Προμήθεια ειδών καθαριότητας κλπ (ΑΜ 124-2024);Προμήθεια ειδών καθαριότητας κλπ (ΑΜ 124-2024);142.148;2025-02-07;2025-02-07;2025-02-28;19640000-4,24455000-8,39830000-9;Απολυμαντικά,Προϊόντα καθαρισμού,Σάκοι και τσάντες αποβλήτων και απορριμμάτων από πολυαιθυλένιο;ΔΗΜ.ΦΙΛΑΔΕΛΦΕΙΑΣ ΧΑΛΚ., ., ., .;ΔΕΚΕΛΕΙΑΣ 97 ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/364590
362652,1;ΔΙΑΚΗΡΥΞΗ Κ376 /2024 ΠΡΟΜΗΘΕΙΑ «ΥΛΙΚΑ ΑΓΓΕΙΟΠΛΑΣΤΙΚΗΣ»;"ΔΙΑΚΗΡΥΞΗ Κ376/2024 Ηλεκτρονικού Δημοσίου Ανοικτού Διαγωνισμού (συστημικός αριθμός 362652) για την προμήθεια «ΥΛΙΚΑ ΑΓΓΕΙΟΠΛΑΣΤΙΚΗΣ» (CPV:33111730-7&#8211; ΥΛΙΚΑ ΑΓΓΕΙΟΠΛΑΣΤΙΚΗΣ) για τις ανάγκες του Πανεπιστημιακού Γενικού Νοσοκομείου Λάρισας, με κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά μόνο βάσει τιμής, με δικαίωμα παράτασης μέχρι την εξάντληση των ποσοτήτων και όχι πέραν του ενός (1) έτους.";55.450;2025-02-07;2025-02-07;2025-03-10;33111730-7;Υλικά αγγειοπλαστικής;Π.Γ.Ν. ΛΑΡΙΣΑΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/362652,1
